Age,Health Challenge,Class Participation,Academic Performance before Jamb/Waec,Study Habits,Assignment/Homework Completion,Extracurricular Involvement,Disciplinary Issue,Attendance Status,Motivation for Jamb/Waec,Resource Access (1-3),Understanding of Material (1-3),Time Management (1-3),Tutorial Hours for Jamb/Waec,Daily Self Study Hours for Jamb/Waec,Jamb Score,Family Income Range,Parent Education Level,Living Conditions,Parent Engagement with School/Teachers,Exam Status
23,No,Active,Poor,Poor,Rarely,None,No,Irregular,Moderate,3,3,1,56,10,135,Low,Tertiary,Poor,Moderate,Fail
25,No,Rarely,Good,Average,Always,Low,Yes,Very Poor,Moderate,2,2,2,63,12,314,Medium,Tertiary,Poor,Low,Pass
16,Yes,Rarely,Excellent,Average,Always,Low,Yes,Regular,Low,1,2,1,62,12,391,Medium,Tertiary,Poor,Low,Pass
16,Yes,Active,Good,Poor,Rarely,Moderate,Yes,Very Poor,Moderate,2,2,2,57,5,122,High,Tertiary,Moderate,High,Fail
25,No,Active,Fair,Good,Rarely,Moderate,Yes,Very Poor,Low,3,2,3,10,3,356,Medium,Tertiary,Good,Low,Pass
20,No,Rarely,Poor,Good,Rarely,Low,No,Irregular,Moderate,1,2,3,89,6,203,Medium,Secondary,Good,High,Pass
26,No,Active,Fair,Poor,Rarely,High,No,Irregular,Moderate,3,3,3,59,1,370,Low,Primary,Poor,Low,Pass
16,No,Moderate,Good,Good,Always,Moderate,No,Very Poor,Low,3,2,2,34,8,250,Low,Tertiary,Good,High,Pass
22,No,Rarely,Excellent,Average,Sometimes,Low,Yes,Very Poor,Low,1,1,2,22,7,184,Low,Secondary,Good,Low,Fail
23,No,Active,Poor,Poor,Always,High,Yes,Very Poor,Moderate,2,2,2,69,0,368,Low,Secondary,Good,Low,Pass
19,No,Moderate,Excellent,Good,Always,Moderate,Yes,Irregular,Moderate,3,2,2,4,12,135,High,Secondary,Poor,Moderate,Fail
25,No,Moderate,Fair,Good,Rarely,None,No,Very Poor,High,1,1,1,59,1,252,Medium,Primary,Poor,Low,Pass
24,No,Rarely,Poor,Good,Rarely,Low,Yes,Regular,Moderate,1,2,2,41,1,381,High,Tertiary,Good,High,Pass
25,No,Moderate,Poor,Poor,Rarely,None,Yes,Very Poor,Moderate,1,1,1,7,6,142,Medium,Secondary,Good,Moderate,Fail
18,No,Moderate,Poor,Average,Sometimes,None,Yes,Irregular,Moderate,3,3,2,23,2,218,Medium,Tertiary,Good,Moderate,Pass
17,Yes,Active,Excellent,Average,Sometimes,High,Yes,Regular,Moderate,3,1,3,38,3,305,High,Primary,Good,Moderate,Pass
25,No,Active,Poor,Good,Always,High,Yes,Very Poor,Low,2,2,1,73,3,202,High,Secondary,Good,High,Pass
23,Yes,Moderate,Poor,Good,Always,Low,No,Very Poor,Moderate,3,2,3,47,4,267,High,Secondary,Moderate,Moderate,Pass
28,Yes,Active,Fair,Poor,Sometimes,None,No,Irregular,Moderate,1,2,1,18,12,113,High,Primary,Moderate,Low,Fail
24,Yes,Moderate,Good,Poor,Rarely,None,No,Regular,Low,2,3,1,76,2,158,Low,Secondary,Moderate,Low,Fail
25,No,Rarely,Excellent,Poor,Always,High,Yes,Very Poor,High,3,3,3,66,9,273,Medium,Primary,Good,High,Pass
17,Yes,Rarely,Excellent,Average,Sometimes,Moderate,No,Regular,Moderate,3,3,2,22,2,316,High,Secondary,Poor,Moderate,Pass
25,No,Moderate,Good,Good,Always,None,Yes,Regular,High,1,3,2,55,11,161,Low,Secondary,Good,Moderate,Fail
22,Yes,Rarely,Fair,Poor,Always,Low,Yes,Irregular,Low,1,3,1,39,12,140,Medium,Primary,Moderate,Low,Fail
18,Yes,Rarely,Poor,Good,Sometimes,High,No,Very Poor,High,1,2,3,99,3,141,Low,Secondary,Moderate,High,Fail
22,No,Active,Fair,Good,Always,None,Yes,Very Poor,Low,1,2,1,7,2,308,High,Tertiary,Good,Moderate,Pass
21,Yes,Rarely,Fair,Average,Sometimes,Low,Yes,Irregular,Low,3,3,3,72,12,182,High,Primary,Moderate,High,Fail
29,No,Rarely,Fair,Good,Always,Moderate,Yes,Very Poor,Moderate,1,1,3,37,1,331,High,Secondary,Poor,Low,Pass
26,Yes,Moderate,Fair,Average,Rarely,Moderate,Yes,Very Poor,High,3,2,2,5,2,373,Medium,Secondary,Good,High,Pass
16,No,Active,Fair,Poor,Sometimes,Low,Yes,Regular,Low,3,2,2,29,6,121,High,Primary,Poor,High,Fail
25,Yes,Rarely,Fair,Poor,Sometimes,High,No,Irregular,Low,2,1,2,97,6,216,Medium,Secondary,Moderate,Moderate,Pass
23,No,Moderate,Good,Average,Always,None,No,Regular,High,2,2,2,74,5,335,Medium,Secondary,Good,Low,Pass
30,Yes,Moderate,Poor,Good,Sometimes,High,Yes,Very Poor,Low,1,2,3,85,6,208,High,Secondary,Poor,High,Pass
24,Yes,Moderate,Poor,Poor,Rarely,None,Yes,Irregular,High,2,1,2,73,6,175,High,Secondary,Poor,High,Fail
30,No,Moderate,Excellent,Average,Always,Low,No,Irregular,High,1,3,2,21,0,164,Medium,Tertiary,Poor,Low,Fail
20,Yes,Moderate,Poor,Good,Rarely,Low,No,Very Poor,Moderate,3,3,3,85,5,325,Low,Tertiary,Moderate,Moderate,Pass
28,No,Rarely,Good,Average,Sometimes,High,No,Very Poor,High,3,1,3,37,12,162,High,Tertiary,Moderate,Moderate,Fail
19,Yes,Moderate,Poor,Good,Rarely,High,No,Very Poor,Low,2,3,3,99,0,323,Low,Secondary,Moderate,Moderate,Pass
24,Yes,Rarely,Excellent,Poor,Rarely,High,Yes,Irregular,Low,3,1,2,83,3,288,Low,Primary,Good,High,Pass
17,Yes,Rarely,Fair,Good,Rarely,Low,No,Irregular,Low,2,3,2,55,9,211,High,Primary,Moderate,High,Pass
30,Yes,Active,Poor,Good,Sometimes,Moderate,Yes,Regular,Low,3,1,3,76,6,145,Medium,Primary,Moderate,Moderate,Fail
25,No,Active,Fair,Average,Always,High,Yes,Irregular,High,3,2,2,4,4,338,Low,Secondary,Moderate,Low,Pass
21,Yes,Active,Poor,Poor,Sometimes,High,Yes,Very Poor,Low,3,3,1,75,3,283,Medium,Secondary,Poor,Low,Pass
18,Yes,Moderate,Good,Average,Always,None,Yes,Irregular,Moderate,3,3,2,76,6,392,Low,Primary,Good,Moderate,Pass
17,No,Active,Fair,Poor,Always,None,No,Regular,High,3,1,1,52,7,394,Medium,Secondary,Poor,High,Pass
17,Yes,Rarely,Excellent,Good,Rarely,Moderate,Yes,Very Poor,High,2,3,2,65,6,137,Medium,Tertiary,Poor,Low,Fail
21,Yes,Moderate,Poor,Average,Rarely,High,Yes,Very Poor,High,3,3,2,3,6,245,Medium,Secondary,Poor,High,Pass
25,Yes,Active,Fair,Poor,Rarely,Low,No,Very Poor,High,3,2,2,41,12,136,Low,Secondary,Good,Low,Fail
19,No,Moderate,Fair,Good,Always,None,No,Very Poor,Low,3,3,2,98,1,188,High,Primary,Good,Moderate,Fail
24,Yes,Rarely,Good,Good,Rarely,High,No,Regular,High,1,1,1,45,5,127,Low,Primary,Moderate,Low,Fail
26,No,Rarely,Fair,Poor,Always,Moderate,Yes,Irregular,Low,1,3,2,64,12,214,Medium,Primary,Good,High,Pass
19,Yes,Active,Good,Poor,Always,Moderate,Yes,Irregular,Low,2,1,1,39,1,344,Medium,Tertiary,Moderate,Moderate,Pass
24,Yes,Moderate,Fair,Good,Always,Moderate,No,Regular,Low,2,2,2,24,3,321,Medium,Tertiary,Good,Low,Pass
18,Yes,Active,Fair,Poor,Rarely,None,No,Very Poor,Moderate,3,1,1,83,8,246,High,Secondary,Good,Moderate,Pass
28,No,Rarely,Poor,Good,Always,None,No,Very Poor,Moderate,1,1,2,13,2,369,Low,Primary,Good,Moderate,Pass
20,No,Active,Good,Average,Rarely,None,Yes,Irregular,High,1,2,2,81,5,253,Medium,Tertiary,Moderate,Low,Pass
19,Yes,Moderate,Excellent,Average,Always,High,Yes,Regular,High,2,1,1,47,7,219,High,Secondary,Poor,High,Pass
23,Yes,Moderate,Good,Good,Rarely,Moderate,No,Irregular,High,2,3,3,33,12,147,High,Secondary,Moderate,High,Fail
24,Yes,Active,Poor,Average,Always,Low,No,Irregular,Moderate,3,3,2,80,3,226,Medium,Secondary,Good,Moderate,Pass
27,No,Active,Good,Good,Always,High,Yes,Irregular,High,3,3,2,7,12,126,Low,Secondary,Moderate,High,Fail
23,No,Moderate,Poor,Average,Sometimes,High,Yes,Regular,Moderate,2,3,3,61,8,151,High,Secondary,Good,Moderate,Fail
17,No,Active,Fair,Poor,Always,None,No,Regular,Low,2,1,1,2,11,121,High,Tertiary,Good,Moderate,Fail
19,No,Rarely,Fair,Average,Rarely,None,No,Irregular,High,2,3,1,62,10,143,High,Primary,Good,Low,Fail
16,Yes,Rarely,Good,Good,Always,Low,Yes,Regular,Moderate,1,2,1,88,5,282,High,Primary,Poor,Low,Pass
29,Yes,Moderate,Fair,Poor,Always,High,No,Regular,High,2,1,1,62,2,225,Medium,Secondary,Good,High,Pass
25,Yes,Moderate,Excellent,Average,Rarely,None,No,Very Poor,Low,2,3,1,64,3,215,Low,Tertiary,Poor,High,Pass
27,No,Rarely,Good,Good,Sometimes,None,Yes,Regular,Low,2,3,1,68,7,174,Medium,Tertiary,Good,High,Fail
25,Yes,Active,Poor,Average,Sometimes,Low,No,Irregular,High,1,1,2,25,12,152,Medium,Tertiary,Poor,High,Fail
19,No,Rarely,Good,Poor,Sometimes,Moderate,No,Regular,High,2,3,3,74,6,191,High,Primary,Good,High,Fail
22,No,Moderate,Poor,Good,Rarely,High,Yes,Regular,Low,1,1,3,25,10,217,Medium,Tertiary,Good,Moderate,Pass
16,Yes,Moderate,Excellent,Good,Rarely,Moderate,Yes,Irregular,Moderate,2,1,2,20,7,279,Low,Tertiary,Poor,Low,Pass
30,Yes,Moderate,Poor,Good,Always,None,Yes,Very Poor,Low,1,1,1,70,1,124,Low,Primary,Poor,Moderate,Fail
20,Yes,Rarely,Poor,Good,Rarely,Moderate,Yes,Irregular,Moderate,3,1,1,6,7,360,Low,Tertiary,Poor,High,Pass
28,No,Rarely,Fair,Average,Sometimes,High,No,Irregular,High,2,1,1,78,0,167,Medium,Primary,Poor,Moderate,Fail
16,Yes,Moderate,Fair,Good,Rarely,Low,Yes,Very Poor,Moderate,1,3,1,19,5,399,High,Tertiary,Poor,Low,Pass
22,Yes,Active,Fair,Poor,Always,Moderate,No,Regular,High,1,1,2,75,11,111,Medium,Tertiary,Good,Moderate,Fail
20,No,Rarely,Fair,Good,Always,Moderate,Yes,Very Poor,Moderate,3,1,2,76,10,251,Medium,Tertiary,Good,Low,Pass
21,Yes,Rarely,Excellent,Poor,Rarely,High,No,Very Poor,High,1,1,3,63,7,268,Medium,Primary,Good,Low,Pass
22,Yes,Active,Good,Poor,Rarely,Moderate,No,Very Poor,Low,3,3,1,27,0,136,Low,Tertiary,Good,High,Fail
23,Yes,Moderate,Excellent,Average,Sometimes,High,No,Irregular,Moderate,2,1,1,99,1,238,High,Primary,Good,Moderate,Pass
20,Yes,Active,Fair,Average,Always,Low,Yes,Very Poor,Moderate,1,1,3,13,7,117,Low,Secondary,Good,Moderate,Fail
16,Yes,Rarely,Poor,Average,Always,Low,Yes,Very Poor,Moderate,3,1,3,23,6,290,Medium,Primary,Poor,Moderate,Pass
26,Yes,Moderate,Poor,Good,Rarely,Moderate,No,Very Poor,Low,2,1,3,24,6,150,Low,Secondary,Moderate,Moderate,Fail
27,Yes,Active,Fair,Poor,Always,Low,Yes,Irregular,Low,1,1,3,31,4,338,Low,Tertiary,Good,High,Pass
30,No,Moderate,Excellent,Good,Sometimes,Low,Yes,Regular,High,3,3,3,46,4,356,Low,Tertiary,Good,Low,Pass
25,Yes,Rarely,Excellent,Average,Always,Low,No,Regular,High,1,1,3,1,0,346,Low,Primary,Poor,Low,Pass
24,Yes,Rarely,Fair,Average,Rarely,None,Yes,Regular,High,2,3,2,54,6,180,Medium,Tertiary,Moderate,Moderate,Fail
27,Yes,Moderate,Fair,Good,Rarely,None,No,Irregular,Moderate,3,1,2,52,4,244,Low,Tertiary,Moderate,Moderate,Pass
30,No,Active,Fair,Poor,Rarely,High,No,Irregular,High,3,1,1,41,10,215,Medium,Secondary,Poor,High,Pass
24,Yes,Active,Fair,Average,Always,Low,No,Irregular,Low,3,3,2,61,10,200,Medium,Primary,Moderate,High,Pass
26,Yes,Moderate,Excellent,Average,Always,None,No,Very Poor,Low,3,3,1,49,5,250,High,Primary,Good,Low,Pass
29,Yes,Rarely,Good,Poor,Rarely,Moderate,No,Irregular,Low,2,2,1,7,5,307,High,Tertiary,Moderate,Moderate,Pass
17,No,Moderate,Fair,Average,Sometimes,Low,Yes,Regular,High,2,2,3,38,4,371,High,Tertiary,Moderate,Moderate,Pass
22,Yes,Moderate,Good,Good,Always,High,No,Very Poor,High,2,2,1,47,0,219,Low,Primary,Poor,Low,Pass
26,Yes,Rarely,Good,Average,Always,Low,No,Regular,High,1,2,1,35,4,268,Low,Secondary,Poor,High,Pass
25,Yes,Moderate,Excellent,Good,Always,Low,No,Very Poor,High,2,3,1,39,11,294,Low,Tertiary,Good,Low,Pass
17,Yes,Moderate,Fair,Good,Always,Low,Yes,Irregular,Low,1,1,2,32,7,164,Low,Secondary,Moderate,High,Fail
26,No,Moderate,Poor,Poor,Sometimes,Low,No,Regular,High,1,1,1,44,10,112,High,Secondary,Good,Low,Fail
22,No,Moderate,Fair,Good,Rarely,High,No,Regular,Moderate,3,3,1,28,4,387,High,Primary,Good,Low,Pass
25,Yes,Rarely,Poor,Good,Rarely,High,Yes,Regular,High,2,2,1,95,2,285,Low,Primary,Poor,High,Pass
29,No,Active,Fair,Poor,Always,None,Yes,Irregular,Moderate,1,2,3,17,11,195,Low,Primary,Poor,Moderate,Fail
22,Yes,Active,Good,Average,Sometimes,None,No,Regular,Moderate,1,2,3,63,2,257,Low,Primary,Good,Moderate,Pass
21,Yes,Rarely,Excellent,Average,Sometimes,Low,No,Very Poor,Moderate,3,3,3,19,11,111,Medium,Tertiary,Good,Low,Fail
17,No,Active,Poor,Average,Rarely,Moderate,No,Irregular,High,3,2,3,71,11,235,Medium,Primary,Good,High,Pass
20,No,Moderate,Poor,Poor,Always,Low,Yes,Irregular,High,2,3,1,7,3,382,High,Secondary,Good,Moderate,Pass
16,Yes,Rarely,Poor,Average,Rarely,None,No,Regular,High,2,1,2,0,2,200,Low,Tertiary,Poor,High,Pass
19,No,Moderate,Good,Average,Always,Low,No,Regular,Low,3,1,1,81,2,234,High,Primary,Poor,Moderate,Pass
23,Yes,Active,Fair,Average,Rarely,None,No,Irregular,Moderate,2,1,1,56,11,237,Low,Tertiary,Poor,Low,Pass
25,No,Moderate,Excellent,Good,Sometimes,Moderate,Yes,Very Poor,Low,2,3,2,18,6,224,Medium,Primary,Good,High,Pass
19,No,Moderate,Excellent,Average,Always,None,Yes,Regular,Low,2,3,3,2,12,235,High,Secondary,Moderate,Moderate,Pass
18,No,Active,Excellent,Poor,Sometimes,High,No,Irregular,Low,2,2,3,48,3,281,Low,Tertiary,Moderate,Low,Pass
23,No,Active,Fair,Average,Always,None,No,Irregular,Low,1,1,1,19,2,109,Medium,Tertiary,Poor,Low,Fail
24,Yes,Moderate,Poor,Good,Sometimes,High,No,Regular,High,2,3,1,88,5,270,Low,Secondary,Poor,Moderate,Pass
17,No,Moderate,Excellent,Poor,Rarely,Low,Yes,Very Poor,Moderate,3,1,3,94,10,315,Low,Tertiary,Good,Low,Pass
30,No,Moderate,Poor,Average,Always,Moderate,No,Irregular,High,3,1,1,23,0,167,Low,Tertiary,Moderate,High,Fail
27,Yes,Active,Poor,Poor,Rarely,Low,Yes,Regular,Moderate,1,1,3,100,11,369,High,Primary,Good,Low,Pass
21,No,Rarely,Poor,Poor,Always,None,No,Very Poor,Moderate,3,2,1,36,7,149,Medium,Tertiary,Poor,Low,Fail
19,No,Moderate,Fair,Good,Rarely,High,No,Regular,High,1,2,1,41,10,355,Medium,Primary,Moderate,Moderate,Pass
25,Yes,Moderate,Excellent,Good,Rarely,Low,No,Very Poor,Moderate,3,1,3,24,9,232,Low,Tertiary,Good,Low,Pass
17,Yes,Moderate,Excellent,Poor,Sometimes,High,Yes,Irregular,Moderate,1,1,1,39,7,127,Medium,Secondary,Good,Moderate,Fail
20,Yes,Active,Fair,Good,Sometimes,High,No,Very Poor,Low,1,3,3,18,0,151,High,Secondary,Good,Low,Fail
16,Yes,Rarely,Good,Poor,Sometimes,High,No,Regular,High,3,1,1,54,10,214,High,Secondary,Poor,Moderate,Pass
29,No,Active,Good,Poor,Always,Low,No,Very Poor,Low,2,2,3,8,2,222,High,Tertiary,Good,High,Pass
30,No,Rarely,Fair,Poor,Sometimes,Moderate,No,Very Poor,High,3,3,3,64,11,201,Low,Tertiary,Poor,Low,Pass
29,No,Moderate,Fair,Poor,Sometimes,Moderate,No,Irregular,Low,3,3,2,34,5,239,Low,Tertiary,Poor,Low,Pass
26,No,Rarely,Excellent,Average,Rarely,Low,Yes,Irregular,Moderate,1,3,2,24,8,382,Low,Secondary,Poor,Low,Pass
20,Yes,Rarely,Excellent,Average,Sometimes,None,No,Irregular,Low,3,2,2,63,3,325,Medium,Secondary,Good,Low,Pass
18,No,Rarely,Good,Average,Sometimes,High,No,Regular,High,3,3,1,75,0,344,High,Tertiary,Moderate,High,Pass
28,No,Active,Excellent,Average,Rarely,None,No,Very Poor,Moderate,3,3,1,27,10,373,High,Tertiary,Moderate,High,Pass
16,No,Moderate,Fair,Good,Sometimes,None,No,Regular,Low,3,2,1,55,5,114,Low,Primary,Poor,Low,Fail
20,Yes,Active,Fair,Poor,Sometimes,None,No,Very Poor,High,2,2,1,47,1,176,Low,Secondary,Poor,Low,Fail
17,Yes,Rarely,Fair,Good,Always,Moderate,No,Regular,High,3,1,3,100,8,284,High,Primary,Moderate,Low,Pass
29,No,Rarely,Poor,Good,Always,Low,No,Irregular,High,3,1,3,43,8,315,High,Secondary,Moderate,Moderate,Pass
29,Yes,Rarely,Excellent,Average,Rarely,Moderate,No,Irregular,High,1,2,3,5,11,217,High,Primary,Moderate,High,Pass
18,Yes,Active,Fair,Poor,Sometimes,Moderate,Yes,Very Poor,High,3,1,1,73,0,181,Low,Secondary,Poor,Moderate,Fail
18,No,Rarely,Excellent,Poor,Always,None,Yes,Irregular,Low,2,2,3,80,0,219,High,Tertiary,Poor,Moderate,Pass
22,No,Moderate,Good,Average,Rarely,High,No,Very Poor,Moderate,1,3,2,23,5,385,Medium,Tertiary,Good,High,Pass
19,No,Moderate,Poor,Poor,Sometimes,None,No,Irregular,High,2,1,3,62,1,283,High,Primary,Good,Moderate,Pass
22,Yes,Moderate,Good,Poor,Rarely,Moderate,Yes,Very Poor,High,3,2,1,63,7,166,High,Secondary,Moderate,High,Fail
30,Yes,Active,Excellent,Poor,Always,None,Yes,Irregular,Moderate,3,2,1,23,0,126,High,Tertiary,Poor,Moderate,Fail
29,Yes,Active,Good,Poor,Rarely,High,Yes,Regular,High,1,1,3,81,4,319,High,Secondary,Poor,High,Pass
21,No,Active,Poor,Average,Sometimes,High,No,Irregular,Moderate,2,2,2,30,9,139,Medium,Secondary,Poor,Moderate,Fail
24,Yes,Moderate,Excellent,Average,Sometimes,High,Yes,Very Poor,Low,1,1,2,1,9,274,Medium,Primary,Poor,Moderate,Pass
21,No,Active,Excellent,Poor,Always,Moderate,No,Irregular,High,1,3,2,67,2,283,High,Tertiary,Poor,Moderate,Pass
28,No,Active,Excellent,Poor,Always,Moderate,No,Irregular,High,3,1,1,50,7,323,Medium,Tertiary,Poor,High,Pass
29,No,Active,Fair,Good,Always,Moderate,Yes,Regular,Moderate,3,1,3,39,4,364,Low,Primary,Good,High,Pass
22,Yes,Moderate,Poor,Average,Rarely,Moderate,Yes,Very Poor,Low,2,2,2,72,8,284,Low,Primary,Moderate,Moderate,Pass
22,No,Active,Excellent,Poor,Always,High,No,Very Poor,High,3,2,1,56,1,318,Low,Primary,Poor,Low,Pass
28,Yes,Moderate,Poor,Poor,Always,High,Yes,Very Poor,High,1,3,3,61,7,161,High,Secondary,Poor,High,Fail
20,Yes,Rarely,Good,Good,Always,None,Yes,Very Poor,High,2,3,2,11,5,296,Low,Secondary,Good,Low,Pass
17,No,Moderate,Good,Good,Sometimes,None,Yes,Regular,High,2,1,1,62,3,292,Low,Secondary,Moderate,Moderate,Pass
17,No,Rarely,Fair,Poor,Always,Moderate,No,Regular,Moderate,2,2,2,17,6,195,Medium,Tertiary,Poor,High,Fail
19,No,Active,Good,Average,Always,None,Yes,Regular,Low,1,2,1,81,6,222,Low,Secondary,Good,Moderate,Pass
25,No,Active,Fair,Poor,Rarely,Low,No,Regular,Moderate,1,1,2,42,7,278,High,Secondary,Good,Moderate,Pass
26,Yes,Active,Fair,Poor,Always,Low,No,Very Poor,High,3,2,3,99,1,228,Medium,Primary,Poor,Moderate,Pass
26,No,Rarely,Poor,Poor,Sometimes,Moderate,Yes,Irregular,Low,3,2,2,52,0,341,High,Secondary,Poor,High,Pass
22,No,Rarely,Poor,Good,Always,High,Yes,Regular,Moderate,3,1,3,42,7,149,High,Primary,Poor,Moderate,Fail
19,Yes,Rarely,Poor,Average,Always,None,No,Regular,Moderate,2,2,2,60,10,152,High,Secondary,Poor,High,Fail
26,No,Active,Good,Good,Sometimes,High,Yes,Regular,Moderate,2,1,2,91,2,343,Low,Primary,Poor,Moderate,Pass
30,No,Moderate,Poor,Average,Always,High,No,Irregular,Low,1,2,3,85,11,363,High,Primary,Moderate,High,Pass
22,Yes,Active,Fair,Good,Always,Moderate,No,Irregular,Low,3,1,3,49,2,323,High,Primary,Moderate,Moderate,Pass
17,Yes,Moderate,Good,Good,Rarely,Moderate,No,Regular,High,2,3,2,53,10,273,High,Primary,Good,Moderate,Pass
26,No,Active,Poor,Good,Sometimes,None,No,Very Poor,Low,1,3,1,26,3,103,Low,Secondary,Good,Low,Fail
30,No,Rarely,Poor,Good,Always,None,No,Very Poor,High,2,3,3,31,4,388,Medium,Secondary,Good,Moderate,Pass
27,No,Active,Poor,Poor,Sometimes,Low,Yes,Regular,Moderate,2,3,3,77,7,293,High,Primary,Poor,Low,Pass
17,No,Rarely,Poor,Average,Sometimes,Low,No,Very Poor,High,2,3,2,25,4,393,High,Secondary,Good,Moderate,Pass
20,No,Rarely,Excellent,Average,Rarely,High,Yes,Very Poor,Moderate,3,1,3,68,7,167,Medium,Primary,Good,High,Fail
25,No,Active,Fair,Good,Always,High,No,Regular,High,3,1,2,91,2,204,Low,Tertiary,Moderate,Low,Pass
22,No,Rarely,Fair,Average,Sometimes,Moderate,No,Very Poor,Low,2,1,2,89,4,304,Low,Secondary,Good,High,Pass
22,No,Active,Fair,Good,Rarely,High,No,Regular,Moderate,3,3,2,81,1,391,Low,Primary,Good,Moderate,Pass
30,Yes,Rarely,Good,Good,Always,Low,No,Regular,Low,1,3,2,87,11,296,Medium,Secondary,Moderate,Moderate,Pass
18,No,Moderate,Poor,Good,Rarely,None,No,Irregular,High,3,1,1,52,12,232,Low,Secondary,Moderate,High,Pass
26,Yes,Moderate,Fair,Average,Always,None,No,Very Poor,Low,2,1,2,81,7,356,Medium,Secondary,Moderate,Moderate,Pass
29,No,Moderate,Fair,Good,Rarely,None,No,Regular,Low,2,3,3,94,9,400,Low,Tertiary,Poor,Moderate,Pass
16,Yes,Active,Fair,Good,Always,High,No,Very Poor,High,3,2,3,18,5,191,High,Tertiary,Poor,Moderate,Fail
19,Yes,Active,Excellent,Good,Always,None,No,Very Poor,High,2,1,1,66,5,230,Low,Primary,Good,High,Pass
25,No,Moderate,Fair,Average,Rarely,Low,No,Very Poor,High,2,1,2,8,4,358,Low,Tertiary,Poor,Moderate,Pass
23,Yes,Moderate,Poor,Good,Sometimes,None,No,Irregular,High,3,3,3,72,6,293,Medium,Tertiary,Good,Low,Pass
20,Yes,Rarely,Fair,Good,Sometimes,Moderate,No,Irregular,Moderate,2,3,1,56,8,221,Medium,Primary,Moderate,Low,Pass
17,No,Rarely,Excellent,Poor,Always,Moderate,Yes,Regular,Low,1,1,2,65,4,141,Medium,Tertiary,Poor,Moderate,Fail
28,No,Active,Fair,Average,Always,None,No,Regular,Low,2,2,2,54,9,147,Low,Tertiary,Poor,Low,Fail
18,Yes,Moderate,Fair,Good,Always,Low,Yes,Regular,High,2,2,3,66,9,339,Low,Tertiary,Moderate,High,Pass
22,Yes,Moderate,Fair,Good,Rarely,None,No,Regular,Moderate,3,3,1,42,11,302,Medium,Secondary,Good,High,Pass
29,No,Active,Fair,Average,Sometimes,High,Yes,Irregular,Moderate,3,2,1,92,4,320,Medium,Tertiary,Good,Low,Pass
20,Yes,Rarely,Good,Good,Always,Moderate,No,Irregular,High,3,1,3,68,10,277,Medium,Primary,Poor,Moderate,Pass
20,Yes,Rarely,Excellent,Average,Always,Low,No,Irregular,Low,1,1,2,90,5,350,High,Tertiary,Moderate,Moderate,Pass
18,Yes,Rarely,Fair,Average,Rarely,Low,Yes,Irregular,High,3,3,1,27,7,127,Low,Tertiary,Moderate,High,Fail
21,Yes,Active,Good,Average,Sometimes,Moderate,Yes,Regular,Low,2,1,2,38,10,184,Low,Secondary,Moderate,Moderate,Fail
29,No,Active,Poor,Good,Rarely,Moderate,No,Irregular,Moderate,1,2,3,79,1,193,High,Primary,Poor,Moderate,Fail
29,Yes,Moderate,Excellent,Average,Always,High,Yes,Very Poor,Low,1,3,1,96,10,195,Medium,Tertiary,Good,High,Fail
24,No,Rarely,Fair,Good,Always,Moderate,Yes,Irregular,High,2,3,3,73,4,150,Medium,Tertiary,Moderate,Low,Fail
27,Yes,Rarely,Good,Poor,Always,High,No,Very Poor,Moderate,2,1,2,28,3,393,Medium,Secondary,Good,High,Pass
26,Yes,Rarely,Excellent,Poor,Rarely,High,Yes,Regular,Low,1,2,1,77,3,235,Medium,Secondary,Good,Moderate,Pass
22,No,Active,Fair,Good,Rarely,Low,No,Irregular,Moderate,1,3,1,58,5,364,Low,Tertiary,Poor,Low,Pass
26,No,Active,Good,Average,Always,None,Yes,Very Poor,Low,1,3,2,32,3,164,High,Primary,Good,Moderate,Fail
25,No,Rarely,Good,Average,Sometimes,High,No,Very Poor,High,1,3,1,94,4,382,Low,Tertiary,Good,Low,Pass
30,Yes,Rarely,Poor,Poor,Rarely,Moderate,Yes,Irregular,Moderate,2,1,1,99,1,177,Low,Tertiary,Moderate,High,Fail
24,Yes,Moderate,Fair,Good,Always,None,No,Regular,Low,3,3,3,4,8,384,Medium,Secondary,Good,High,Pass
25,No,Rarely,Poor,Average,Rarely,Moderate,Yes,Regular,Low,3,3,3,77,6,111,High,Secondary,Moderate,High,Fail
23,No,Active,Good,Average,Rarely,Moderate,Yes,Irregular,High,3,3,3,87,1,234,High,Secondary,Poor,Moderate,Pass
21,No,Moderate,Good,Good,Sometimes,Moderate,No,Regular,Low,3,1,3,81,10,160,Medium,Secondary,Good,High,Fail
20,No,Moderate,Excellent,Poor,Sometimes,None,Yes,Very Poor,High,1,3,1,69,6,305,Low,Primary,Moderate,Moderate,Pass
27,Yes,Active,Poor,Good,Rarely,Moderate,No,Regular,Moderate,1,2,2,80,8,105,Low,Primary,Moderate,High,Fail
26,Yes,Active,Good,Good,Always,Moderate,No,Irregular,High,3,2,1,0,0,314,Medium,Secondary,Poor,High,Pass
27,Yes,Rarely,Excellent,Poor,Rarely,High,Yes,Very Poor,Low,1,2,1,23,12,353,Low,Tertiary,Good,Moderate,Pass
29,Yes,Active,Good,Poor,Rarely,Low,No,Irregular,Low,1,2,2,11,8,220,Medium,Secondary,Good,Low,Pass
24,No,Active,Poor,Poor,Rarely,None,Yes,Very Poor,Low,3,1,2,3,2,361,High,Primary,Good,Moderate,Pass
